accuracy,balanced_accuracy,feet_recall,fists_recall,model,subject,target_adaptation_used,test_run,training_subjects,trial_count,true_feet_predicted_feet,true_feet_predicted_fists,true_fists_predicted_feet,true_fists_predicted_fists
0.5333333333333333,0.5535714285714286,0.8571428571428571,0.25,spectral_baseline_6,42,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,6,1,6,2
0.6666666666666666,0.6875,1.0,0.375,spectral_baseline_6,42,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,5,3
0.6,0.6160714285714286,0.8571428571428571,0.375,spectral_baseline_6,42,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,6,1,5,3
1.0,1.0,1.0,1.0,csp_4_empirical,42,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,0,8
1.0,1.0,1.0,1.0,csp_4_empirical,42,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,0,8
0.8666666666666667,0.8660714285714286,0.8571428571428571,0.875,csp_4_empirical,42,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,6,1,1,7
0.4,0.39285714285714285,0.2857142857142857,0.5,spectral_baseline_6,43,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,4,4
0.4666666666666667,0.45535714285714285,0.2857142857142857,0.625,spectral_baseline_6,43,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,3,5
0.4666666666666667,0.4732142857142857,0.375,0.5714285714285714,spectral_baseline_6,43,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,3,5,3,4
0.6666666666666666,0.6428571428571428,0.2857142857142857,1.0,csp_4_empirical,43,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,0,8
0.6666666666666666,0.6428571428571428,0.2857142857142857,1.0,csp_4_empirical,43,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,0,8
0.6,0.625,0.25,1.0,csp_4_empirical,43,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,6,0,7
0.3333333333333333,0.3482142857142857,0.5714285714285714,0.125,spectral_baseline_6,44,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,3,7,1
0.7333333333333333,0.75,1.0,0.5,spectral_baseline_6,44,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,4,4
0.3333333333333333,0.3214285714285714,0.5,0.14285714285714285,spectral_baseline_6,44,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,4,6,1
